697,699,761,813,891,892,884,886,878,886,886,886,878,858,756,710,671,686,665,674,668,664,674,672,686,652,655,676,670,670,664,679,677,668,661,670,683,687,676,675,645,656,663,668,661,670,683,687,676,675,645,656,663,693,694,681,693,688,710,707
725,693,691,691,688,692,677,683,672,696,678,695,687,694,696,693,692,702,692,703,705,690,692,704,696,691,699,699,684,693,675,715,761,837,885,882,880,867,899,888,880,865,802,837,885,882,880,867,899,888,880,865,802,814,804,749,779,774,766,754
753,734,719,727,694,718,692,692,698,686,697,667,685,673,704,688,678,681,672,675,664,704,680,755,678,652,625,618,625,620,625,612,624,622,634,641,623,629,631,644,645,646,620,622,634,641,623,629,631,644,645,646,620,659,655,665,670,653,675,678
679,682,665,669,661,671,668,676,669,686,671,665,673,672,665,677,658,675,682,690,664,673,677,679,685,676,672,694,702,689,677,684,679,692,681,688,660,686,657,684,675,681,680,692,681,688,660,686,657,684,675,681,680,716,687,691,699,696,724,701
721,712,681,684,683,689,684,694,686,670,677,699,668,690,692,691,688,680,684,678,681,679,685,692,682,685,680,693,678,689,677,686,680,680,679,676,686,678,691,682,678,685,678,680,679,676,686,678,691,682,678,685,678,720,733,762,829,868,887,886
884,884,885,883,893,864,880,879,873,856,880,874,871,871,878,860,854,835,837,792,779,768,745,720,699,715,689,690,683,688,688,696,704,695,695,700,695,687,686,689,702,690,701,695,695,700,695,687,686,689,702,690,701,858,851,867,858,874,871,875
882,872,859,838,763,714,703,686,687,666,704,687,700,675,683,683,683,685,670,695,666,698,683,687,668,660,673,665,668,670,654,657,649,657,639,641,642,638,619,617,619,622,612,657,639,641,642,638,619,617,619,622,612,195,190,238,258,304,373,428
510,559,591,612,640,646,684,681,694,745,828,885,881,881,880,875,877,895,892,884,889,880,881,878,881,885,894,852,889,882,885,884,885,879,886,902,862,883,865,895,880,900,857,879,886,902,862,883,865,895,880,900,857,150,124,129,141,142,162,162
200,203,238,250,291,339,404,474,547,633,639,664,709,802,883,883,877,875,891,878,900,895,881,880,882,879,881,895,887,880,854,887,899,882,887,881,884,880,870,881,875,881,875,882,887,881,884,880,870,881,875,881,875,649,605,554,532,476,435,394
360,324,271,257,219,198,200,184,210,220,240,261,299,329,401,447,543,586,620,648,666,712,693,769,870,890,877,874,883,882,887,878,880,875,869,879,882,887,881,879,893,866,876,875,869,879,882,887,881,879,893,866,876,883,887,887,888,873,859,885
876,907,877,885,882,885,880,889,891,894,903,883,887,873,869,858,840,831,798,752,700,664,697,670,679,673,679,661,656,666,656,657,659,661,655,653,651,667,658,656,652,654,647,661,655,653,651,667,658,656,652,654,647,650,644,668,631,656,656,660
664,649,667,638,647,660,649,645,652,653,649,657,657,679,653,669,647,649,665,662,668,654,665,666,676,685,654,661,664,670,666,663,672,674,673,688,657,673,672,657,654,656,655,674,673,688,657,673,672,657,654,656,655,688,682,687,697,699,716,692
706,704,702,700,693,705,700,698,705,698,710,690,695,701,712,707,711,706,754,753,818,850,886,885,881,882,870,884,851,878,861,874,878,883,886,877,876,864,880,867,856,840,837,883,886,877,876,864,880,867,856,840,837,722,705,714,707,724,725,757
