523,523,522,522,522,522,522,522,523,522,523,522,522,522,522,522,522,522,523,522,523,522,525,524,525,524,525,524,524,524,524,523,523,524,524,524,524,524,524,523,522,522,521,521,521,521,521,521,521,521,522,522,522,522,524,523,524,524,525,525
525,526,525,525,526,526,526,525,526,525,525,526,525,525,526,526,526,525,526,525,525,526,530,531,531,532,532,532,532,532,532,532,532,532,532,531,531,531,531,530,531,530,531,532,532,532,532,532,532,533,533,533,532,532,532,533,534,534,534,535
536,535,535,535,535,534,534,533,533,533,533,534,535,535,535,534,534,533,533,533,533,534,532,532,532,531,532,532,532,532,532,533,533,533,532,532,532,532,532,532,532,532,531,532,531,532,532,532,533,533,532,533,533,533,533,533,532,531,531,530
530,530,530,528,528,526,525,524,525,524,522,521,530,528,528,526,525,524,525,524,522,521,525,526,526,525,525,525,526,526,528,529,529,529,528,529,529,528,528,529,530,530,530,530,531,531,530,530,529,528,528,528,526,525,525,525,525,525,525,525
524,524,524,524,524,524,524,523,523,522,521,521,524,524,524,524,524,523,523,522,521,521,523,522,522,522,522,522,522,523,523,523,524,524,524,524,524,524,524,524,524,524,522,521,521,521,521,520,520,519,519,518,518,518,519,519,520,520,520,520
521,521,521,521,521,521,520,520,520,521,521,521,521,521,521,521,520,520,520,521,521,521,521,521,521,521,521,520,520,520,521,520,521,521,521,522,523,523,524,524,525,524,524,522,521,521,521,521,520,521,521,521,521,521,521,521,521,521,522,522
522,522,522,523,523,523,523,524,524,525,524,524,522,523,523,523,523,524,524,525,524,524,528,529,529,529,528,528,528,526,526,528,526,528,528,528,528,529,529,529,529,529,528,530,530,529,529,530,530,531,531,531,532,531,532,532,532,531,531,532
532,532,531,530,529,529,528,528,528,529,528,528,531,530,529,529,528,528,528,529,528,528,524,524,524,524,524,525,526,526,526,526,529,530,530,530,529,529,526,526,525,525,524,524,524,524,523,523,523,524,525,525,525,525,525,525,525,525,524,524
524,524,523,523,524,523,523,522,522,522,522,520,523,523,524,523,523,522,522,522,522,520,526,526,526,526,526,526,528,528,528,529,528,529,529,529,529,530,531,530,530,529,528,526,525,525,525,525,525,524,524,524,524,523,522,522,522,522,521,520
521,522,521,522,523,524,524,525,526,525,525,525,521,522,523,524,524,525,526,525,525,525,526,528,529,529,529,531,531,532,532,531,531,531,532,532,532,533,533,533,533,532,532,532,531,531,530,531,530,531,532,532,532,532,532,532,533,532,532,531
531,530,531,531,531,531,531,531,531,531,530,529,531,531,531,531,531,531,531,531,530,529,532,533,533,532,532,532,532,532,533,532,532,532,531,532,532,532,531,532,531,532,532,532,532,532,532,532,532,532,531,531,531,531,531,531,530,530,530,530
530,530,531,531,531,531,530,530,529,529,528,526,531,531,531,531,530,530,529,529,528,526,529,529,529,530,529,530,531,531,531,532,532,532,532,532,531,533,533,533,534,534,534,534,534,534,534,534,533,532,532,532,532,532,531,531,532,532,532,533
533,533,534,534,533,533,532,532,532,532,532,531,534,534,533,533,532,532,532,532,532,531,532,532,532,530,531,531,531,532,531,531,531,531,531,531,531,531,531,531,531,531,530,530,530,529,529,529,526,526,526,526,526,526,526,526,525,525,525,525
525,525,525,526,526,525,526,526,526,526,525,524,525,526,526,525,526,526,526,526,525,524,530,531,532,533,533,533,533,533,533,533,533,532,532,532,533,532,532,531,531,530,529,528,528,526,525,525,525,525,525,525,525,525,525,526,526,529,530,531
530,530,530,529,529,526,528,528,528,528,526,526,530,529,529,526,528,528,528,528,526,526,525,525,525,524,524,524,523,523,523,524,523,524,524,524,525,525,525,525,525,524,524,524,524,524,524,525,524,524,524,524,524,524,525,524,524,525,525,524
