530,531,531,531,531,531,531,531,531,531,531,530,526,526,528,526,526,525,525,525,525,524,524,524,524,524,524,524,525,525,524,525,526,525,525,525,524,524,525,525,524,525,526,525,525,525,531,531,531,531,532,532,532,532,532,532,531,531,531,531
529,530,530,529,530,530,531,531,532,532,531,531,530,530,529,529,531,531,531,531,531,530,530,531,530,531,531,531,531,531,530,530,529,529,529,528,531,531,531,531,530,530,529,529,529,528,524,525,525,525,525,524,524,524,525,525,524,525,525,524
525,525,524,525,524,525,525,525,526,526,529,529,530,529,528,530,529,530,530,530,531,532,532,532,532,532,532,532,533,533,532,531,532,531,531,531,532,532,533,533,532,531,532,531,531,531,535,535,536,536,536,538,541,541,541,542,544,544,545,545
547,546,547,547,549,549,548,548,548,547,546,545,546,545,545,545,545,544,544,544,545,545,545,545,545,545,545,545,545,545,545,545,546,546,546,546,545,545,545,545,545,545,546,546,546,546,555,554,554,553,553,552,552,550,550,548,546,546,545,544
544,541,541,538,536,535,534,533,532,531,529,529,528,525,524,522,521,520,518,517,516,512,511,507,506,505,502,500,498,497,495,494,494,492,488,486,502,500,498,497,495,494,494,492,488,486,459,458,456,454,453,451,450,448,446,445,441,440,437,435
434,433,432,430,428,428,426,425,425,422,421,415,413,412,411,409,409,408,406,405,403,401,400,397,396,394,393,392,391,390,390,389,389,389,388,388,393,392,391,390,390,389,389,389,388,388,421,425,428,432,435,438,441,444,447,450,453,456,459,462
465,468,473,475,478,483,487,494,498,504,508,514,520,526,533,538,545,550,554,559,564,570,574,579,583,585,589,593,596,600,604,607,609,614,617,619,589,593,596,600,604,607,609,614,617,619,670,669,670,669,670,670,670,670,670,670,670,670,670,670
670,670,670,670,669,670,670,670,670,670,670,670,670,670,670,670,669,670,670,670,670,670,670,670,672,670,669,670,670,670,670,669,670,670,670,670,669,670,670,670,670,669,670,670,670,670,670,670,670,670,669,665,655,644,629,615,597,580,561,544
526,510,493,475,458,442,426,406,392,376,362,348,333,319,307,295,283,273,264,257,252,247,244,244,244,246,252,256,264,271,281,293,297,307,317,328,252,256,264,271,281,293,297,307,317,328,474,480,487,495,502,510,520,526,535,542,548,553,556,559
562,565,565,565,561,558,552,545,538,530,520,510,498,487,477,466,457,448,441,435,428,426,421,415,412,411,410,411,412,414,421,426,428,435,440,447,410,411,412,414,421,426,428,435,440,447,556,566,576,588,600,614,630,648,666,670,670,670,670,670
670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,669,670,670,670,670,670,670,670,666,645,614,578,537,520,483,448,411,670,666,645,614,578,537,520,483,448,411,283,300,318,337,356,375,394,412,432,449,464,477,488,501
510,518,524,529,535,541,545,547,550,553,554,555,559,561,567,570,576,579,583,586,589,591,594,595,597,597,596,595,594,590,585,582,580,577,571,568,596,595,594,590,585,582,580,577,571,568,536,538,540,542,544,547,549,553,553,554,556,556,557,558
560,562,564,567,568,570,573,574,576,578,578,578,578,579,579,579,579,579,579,579,580,580,580,580,579,579,579,578,576,574,573,572,571,570,569,567,579,578,576,574,573,572,571,570,569,567,556,556,556,555,555,554,554,553,550,550,550,550,549,549
548,546,546,546,546,547,548,547,547,548,547,549,550,552,553,554,555,557,558,559,560,561,562,561,565,566,567,567,567,567,568,569,569,570,570,570,567,567,567,567,568,569,569,570,570,570,583,584,584,585,584,585,585,586,586,586,588,588,588,588
589,588,588,589,590,589,589,589,588,588,588,588,588,588,588,586,586,586,585,585,584,584,582,581,580,580,580,580,580,579,579,578,578,577,576,576,580,580,580,579,579,578,578,577,576,576,565,565,565,564,564,561,562,560,560,560,560,560,559,558
559,559,557,557,554,554,554,553,553,553,553,552,552,552,550,549,548,549,549,547,546,546,544,543,542,541,541,540,538,536,535,535,535,534,533,531,541,540,538,536,535,535,535,534,533,531,518,519,520,520,519,519,520,520,519,519,519,518,518,518
518,517,517,518,517,517,517,516,516,517,517,517,518,516,516,516,516,516,516,516,514,516,517,517,517,517,517,517,517,516,516,514,514,514,512,511,517,517,517,516,516,514,514,514,512,511,508,508,508,509,508,509,508,507,508,507,507,507,506,506
507,506,506,506,506,506,506,507,507,508,507,508,508,509,508,510,510,510,510,510,508,508,507,507,507,506,506,506,506,507,507,507,507,506,506,506,506,506,506,507,507,507,507,506,506,506,510,511,510,512,513,513,513,514,512,511,511,510,509,508
508,509,508,508,508,507,507,507,507,505,507,505,504,506,505,506,505,505,505,505,505,505,506,506,506,506,506,506,506,507,506,508,507,507,508,508,506,506,506,507,506,508,507,507,508,508,514,516,516,517,517,517,517,517,516,516,516,517,517,517
518,518,517,517,517,517,516,516,516,516,516,517,514,516,516,516,517,517,518,517,517,516,517,516,517,517,518,518,518,517,517,518,518,516,516,516,518,518,518,517,517,518,518,516,516,516,521,521,521,523,522,521,521,521,521,522,522,523,524,524
523,524,523,523,523,522,523,523,523,524,524,524,523,523,523,523,523,524,524,523,524,524,524,524,525,526,526,526,526,525,525,524,525,525,524,523,526,526,526,525,525,524,525,525,524,523,531,531,530,530,529,526,526,526,525,525,525,524,525,524
